aeropuerto_origen,aeropuerto_destino,distancia_entre_aeropuertos
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 35.7647, 'longitud': 140.3864}",2575
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 20.9942, 'longitud': -101.4797}",867
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 21.7025, 'longitud': -102.8639}",8626
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 33.9425, 'longitud': -118.407}",9475
"{'latitud': 33.9425, 'longitud': -118.407}","{'latitud': 35.7647, 'longitud': 140.3864}",2729
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 22.308, 'longitud': 113.9154}",8630
"{'latitud': 20.5225, 'longitud': -103.3097}","{'latitud': 52.3105, 'longitud': 4.7683}",9309
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 20.9942, 'longitud': -101.4797}",3635
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': 33.9425, 'longitud': -118.407}",5782
"{'latitud': 19.4363, 'longitud': -99.0721}","{'latitud': 49.0128, 'longitud': 2.5489}",4680
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 20.9942, 'longitud': -101.4797}",8691
"{'latitud': 35.7647, 'longitud': 140.3864}","{'latitud': 21.7025, 'longitud': -102.8639}",5474
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 16.7658, 'longitud': -99.7639}",4891
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': -33.9461, 'longitud': 151.1771}",6904
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 22.1536, 'longitud': -100.9267}",3179
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 51.47, 'longitud': -0.4543}",3304
"{'latitud': 22.1536, 'longitud': -100.9267}","{'latitud': 49.0128, 'longitud': 2.5489}",5462
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 20.9942, 'longitud': -101.4797}",6341
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 21.0365, 'longitud': -86.8769}",1139
"{'latitud': 25.7854, 'longitud': -100.1077}","{'latitud': 20.9942, 'longitud': -101.4797}",6815
"{'latitud': 35.7647, 'longitud': 140.3864}","{'latitud': 20.5225, 'longitud': -103.3097}",6642
"{'latitud': 22.308, 'longitud': 113.9154}","{'latitud': -34.6037, 'longitud': -58.3711}",8307
"{'latitud': 33.9425, 'longitud': -118.407}","{'latitud': 51.47, 'longitud': -0.4543}",8936
"{'latitud': 19.1433, 'longitud': -96.1733}","{'latitud': 21.7025, 'longitud': -102.8639}",4855
"{'latitud': 35.7647, 'longitud': 140.3864}","{'latitud': 25.7854, 'longitud': -100.1077}",2617
"{'latitud': 22.308, 'longitud': 113.9154}","{'latitud': -33.9461, 'longitud': 151.1771}",7291
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 49.0128, 'longitud': 2.5489}",7661
"{'latitud': 19.1433, 'longitud': -96.1733}","{'latitud': 35.7647, 'longitud': 140.3864}",8403
"{'latitud': 21.0365, 'longitud': -86.8769}","{'latitud': 52.3105, 'longitud': 4.7683}",6998
"{'latitud': 22.308, 'longitud': 113.9154}","{'latitud': -34.6037, 'longitud': -58.3711}",4271
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 40.6397, 'longitud': -73.7789}",3614
"{'latitud': 25.7854, 'longitud': -100.1077}","{'latitud': 49.0128, 'longitud': 2.5489}",1594
"{'latitud': 33.9425, 'longitud': -118.407}","{'latitud': 51.47, 'longitud': -0.4543}",6436
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 52.3105, 'longitud': 4.7683}",5066
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 21.0365, 'longitud': -86.8769}",5653
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': -33.9461, 'longitud': 151.1771}",9183
"{'latitud': 35.7647, 'longitud': 140.3864}","{'latitud': 50.0333, 'longitud': 8.5705}",6745
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 50.0333, 'longitud': 8.5705}",1280
"{'latitud': 50.0333, 'longitud': 8.5705}","{'latitud': 40.6397, 'longitud': -73.7789}",9044
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 21.0365, 'longitud': -86.8769}",7292
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': -33.9461, 'longitud': 151.1771}",7158
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 22.1536, 'longitud': -100.9267}",9479
"{'latitud': 22.308, 'longitud': 113.9154}","{'latitud': 22.1536, 'longitud': -100.9267}",3966
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 50.0333, 'longitud': 8.5705}",6863
"{'latitud': 19.4363, 'longitud': -99.0721}","{'latitud': 19.1433, 'longitud': -96.1733}",7835
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 40.6397, 'longitud': -73.7789}",2257
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 21.0365, 'longitud': -86.8769}",3475
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 22.308, 'longitud': 113.9154}",4823
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': 20.5225, 'longitud': -103.3097}",5236
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 16.7658, 'longitud': -99.7639}",5347
"{'latitud': 19.1433, 'longitud': -96.1733}","{'latitud': 25.7854, 'longitud': -100.1077}",7242
"{'latitud': 19.4363, 'longitud': -99.0721}","{'latitud': 52.3105, 'longitud': 4.7683}",4953
"{'latitud': 50.0333, 'longitud': 8.5705}","{'latitud': 52.3105, 'longitud': 4.7683}",817
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 19.4363, 'longitud': -99.0721}",1812
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': -34.6037, 'longitud': -58.3711}",3851
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': 21.0365, 'longitud': -86.8769}",7316
"{'latitud': 35.7647, 'longitud': 140.3864}","{'latitud': 33.9425, 'longitud': -118.407}",4882
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': -33.9461, 'longitud': 151.1771}",6280
"{'latitud': 33.9425, 'longitud': -118.407}","{'latitud': 25.7854, 'longitud': -100.1077}",2016
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 19.1433, 'longitud': -96.1733}",681
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 50.0333, 'longitud': 8.5705}",7384
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 21.0365, 'longitud': -86.8769}",1257
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 49.0128, 'longitud': 2.5489}",2277
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 35.7647, 'longitud': 140.3864}",8248
"{'latitud': 22.308, 'longitud': 113.9154}","{'latitud': 20.5225, 'longitud': -103.3097}",7405
"{'latitud': 25.7854, 'longitud': -100.1077}","{'latitud': 50.0333, 'longitud': 8.5705}",2479
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 16.7658, 'longitud': -99.7639}",3070
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 21.7025, 'longitud': -102.8639}",1712
"{'latitud': 21.0365, 'longitud': -86.8769}","{'latitud': 19.4363, 'longitud': -99.0721}",4468
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 40.6397, 'longitud': -73.7789}",1763
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 52.3105, 'longitud': 4.7683}",8622
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 16.7658, 'longitud': -99.7639}",5554
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 21.0365, 'longitud': -86.8769}",3583
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 19.1433, 'longitud': -96.1733}",515
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 33.9425, 'longitud': -118.407}",2606
"{'latitud': 50.0333, 'longitud': 8.5705}","{'latitud': 21.7025, 'longitud': -102.8639}",6857
"{'latitud': 22.1536, 'longitud': -100.9267}","{'latitud': 20.5225, 'longitud': -103.3097}",7487
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': 33.9425, 'longitud': -118.407}",715
"{'latitud': 35.7647, 'longitud': 140.3864}","{'latitud': 40.6397, 'longitud': -73.7789}",2704
"{'latitud': 20.5225, 'longitud': -103.3097}","{'latitud': 50.0333, 'longitud': 8.5705}",659
"{'latitud': 25.7854, 'longitud': -100.1077}","{'latitud': 32.5362, 'longitud': -117.0203}",8251
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 21.0365, 'longitud': -86.8769}",4770
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': -33.9461, 'longitud': 151.1771}",3230
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 20.5225, 'longitud': -103.3097}",8544
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 21.0365, 'longitud': -86.8769}",4068
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': -33.9461, 'longitud': 151.1771}",1162
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 21.7025, 'longitud': -102.8639}",2865
"{'latitud': 19.1433, 'longitud': -96.1733}","{'latitud': 50.0333, 'longitud': 8.5705}",8296
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 20.5225, 'longitud': -103.3097}",661
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 35.7647, 'longitud': 140.3864}",7324
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 32.5362, 'longitud': -117.0203}",2595
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': -33.9461, 'longitud': 151.1771}",8751
"{'latitud': 19.1433, 'longitud': -96.1733}","{'latitud': 35.7647, 'longitud': 140.3864}",589
"{'latitud': 20.5225, 'longitud': -103.3097}","{'latitud': 49.0128, 'longitud': 2.5489}",3933
"{'latitud': 19.4363, 'longitud': -99.0721}","{'latitud': 20.5225, 'longitud': -103.3097}",4781
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': 50.0333, 'longitud': 8.5705}",4534
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 22.1536, 'longitud': -100.9267}",3137
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 22.1536, 'longitud': -100.9267}",8633
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 21.0365, 'longitud': -86.8769}",8633
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 49.0128, 'longitud': 2.5489}",3639
"{'latitud': 25.7854, 'longitud': -100.1077}","{'latitud': 19.4363, 'longitud': -99.0721}",2241
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 21.0365, 'longitud': -86.8769}",4472
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 20.9942, 'longitud': -101.4797}",8216
"{'latitud': 19.4363, 'longitud': -99.0721}","{'latitud': -34.6037, 'longitud': -58.3711}",9608
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 22.308, 'longitud': 113.9154}",2160
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': -33.9461, 'longitud': 151.1771}",2298
"{'latitud': 21.0365, 'longitud': -86.8769}","{'latitud': 33.9425, 'longitud': -118.407}",9954
"{'latitud': 35.7647, 'longitud': 140.3864}","{'latitud': 19.1433, 'longitud': -96.1733}",6689
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': 40.6397, 'longitud': -73.7789}",2756
"{'latitud': 33.9425, 'longitud': -118.407}","{'latitud': 40.6397, 'longitud': -73.7789}",8752
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 19.1433, 'longitud': -96.1733}",2792
"{'latitud': 35.7647, 'longitud': 140.3864}","{'latitud': 50.0333, 'longitud': 8.5705}",8466
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 21.0365, 'longitud': -86.8769}",4530
"{'latitud': 19.1433, 'longitud': -96.1733}","{'latitud': 20.9942, 'longitud': -101.4797}",4805
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': -34.6037, 'longitud': -58.3711}",6016
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 35.7647, 'longitud': 140.3864}",1947
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': 20.9942, 'longitud': -101.4797}",1366
"{'latitud': 21.0365, 'longitud': -86.8769}","{'latitud': 32.5362, 'longitud': -117.0203}",5588
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 21.0365, 'longitud': -86.8769}",9976
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 22.1536, 'longitud': -100.9267}",9855
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': -33.9461, 'longitud': 151.1771}",9163
"{'latitud': 22.308, 'longitud': 113.9154}","{'latitud': 22.1536, 'longitud': -100.9267}",4467
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 22.308, 'longitud': 113.9154}",8211
"{'latitud': 19.1433, 'longitud': -96.1733}","{'latitud': 51.47, 'longitud': -0.4543}",8615
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 20.9942, 'longitud': -101.4797}",2707
"{'latitud': 20.5225, 'longitud': -103.3097}","{'latitud': 22.308, 'longitud': 113.9154}",6240
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 32.5362, 'longitud': -117.0203}",1514
"{'latitud': 19.4363, 'longitud': -99.0721}","{'latitud': 40.6397, 'longitud': -73.7789}",4853
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': 49.0128, 'longitud': 2.5489}",2216
"{'latitud': 19.1433, 'longitud': -96.1733}","{'latitud': 49.0128, 'longitud': 2.5489}",7893
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': -33.9461, 'longitud': 151.1771}",9863
"{'latitud': 22.308, 'longitud': 113.9154}","{'latitud': 52.3105, 'longitud': 4.7683}",5150
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 52.3105, 'longitud': 4.7683}",2285
"{'latitud': 19.4363, 'longitud': -99.0721}","{'latitud': 33.9425, 'longitud': -118.407}",3225
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 50.0333, 'longitud': 8.5705}",4116
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 21.7025, 'longitud': -102.8639}",9273
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 21.0365, 'longitud': -86.8769}",5015
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 49.0128, 'longitud': 2.5489}",6048
"{'latitud': 19.4363, 'longitud': -99.0721}","{'latitud': 33.9425, 'longitud': -118.407}",1538
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 32.5362, 'longitud': -117.0203}",8890
"{'latitud': 22.1536, 'longitud': -100.9267}","{'latitud': -34.6037, 'longitud': -58.3711}",2368
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': 33.9425, 'longitud': -118.407}",8068
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 22.308, 'longitud': 113.9154}",689
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 51.47, 'longitud': -0.4543}",2242
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 19.4363, 'longitud': -99.0721}",1002
"{'latitud': 33.9425, 'longitud': -118.407}","{'latitud': 16.7658, 'longitud': -99.7639}",4558
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': 21.0365, 'longitud': -86.8769}",9805
"{'latitud': 19.4363, 'longitud': -99.0721}","{'latitud': 35.7647, 'longitud': 140.3864}",6862
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 21.0365, 'longitud': -86.8769}",7877
"{'latitud': 35.7647, 'longitud': 140.3864}","{'latitud': 40.6397, 'longitud': -73.7789}",9713
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 22.308, 'longitud': 113.9154}",7829
"{'latitud': 33.9425, 'longitud': -118.407}","{'latitud': 21.7025, 'longitud': -102.8639}",9765
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 19.4363, 'longitud': -99.0721}",9452
"{'latitud': 19.1433, 'longitud': -96.1733}","{'latitud': -34.6037, 'longitud': -58.3711}",6539
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': 19.1433, 'longitud': -96.1733}",3773
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 52.3105, 'longitud': 4.7683}",4703
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 21.7025, 'longitud': -102.8639}",1373
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 40.6397, 'longitud': -73.7789}",814
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 52.3105, 'longitud': 4.7683}",7437
"{'latitud': 19.4363, 'longitud': -99.0721}","{'latitud': 35.7647, 'longitud': 140.3864}",2068
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 16.7658, 'longitud': -99.7639}",8839
"{'latitud': 19.1433, 'longitud': -96.1733}","{'latitud': -34.6037, 'longitud': -58.3711}",7766
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 32.5362, 'longitud': -117.0203}",3427
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 20.5225, 'longitud': -103.3097}",9796
"{'latitud': 50.0333, 'longitud': 8.5705}","{'latitud': 16.7658, 'longitud': -99.7639}",8750
"{'latitud': 50.0333, 'longitud': 8.5705}","{'latitud': -33.9461, 'longitud': 151.1771}",5449
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 20.5225, 'longitud': -103.3097}",2339
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 21.0365, 'longitud': -86.8769}",7611
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 16.7658, 'longitud': -99.7639}",836
"{'latitud': 33.9425, 'longitud': -118.407}","{'latitud': -34.6037, 'longitud': -58.3711}",7684
"{'latitud': 22.1536, 'longitud': -100.9267}","{'latitud': 16.7658, 'longitud': -99.7639}",1413
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': 19.4363, 'longitud': -99.0721}",6681
"{'latitud': 21.0365, 'longitud': -86.8769}","{'latitud': 40.6397, 'longitud': -73.7789}",2161
"{'latitud': 21.0365, 'longitud': -86.8769}","{'latitud': 40.6397, 'longitud': -73.7789}",2783
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 35.7647, 'longitud': 140.3864}",8377
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 35.7647, 'longitud': 140.3864}",5994
"{'latitud': 33.9425, 'longitud': -118.407}","{'latitud': 21.7025, 'longitud': -102.8639}",5566
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 51.47, 'longitud': -0.4543}",814
"{'latitud': 33.9425, 'longitud': -118.407}","{'latitud': 52.3105, 'longitud': 4.7683}",8866
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': -33.9461, 'longitud': 151.1771}",9325
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 25.7854, 'longitud': -100.1077}",6674
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 21.7025, 'longitud': -102.8639}",5976
"{'latitud': 20.5225, 'longitud': -103.3097}","{'latitud': 52.3105, 'longitud': 4.7683}",4311
"{'latitud': 25.7854, 'longitud': -100.1077}","{'latitud': -34.6037, 'longitud': -58.3711}",7599
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 49.0128, 'longitud': 2.5489}",7315
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': -34.6037, 'longitud': -58.3711}",9480
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 21.7025, 'longitud': -102.8639}",9074
"{'latitud': 25.7854, 'longitud': -100.1077}","{'latitud': -33.9461, 'longitud': 151.1771}",1570
"{'latitud': 22.1536, 'longitud': -100.9267}","{'latitud': 19.4363, 'longitud': -99.0721}",2429
"{'latitud': 19.1433, 'longitud': -96.1733}","{'latitud': 22.308, 'longitud': 113.9154}",4318
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': 19.1433, 'longitud': -96.1733}",6247
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': 21.7025, 'longitud': -102.8639}",6722
"{'latitud': 50.0333, 'longitud': 8.5705}","{'latitud': 19.4363, 'longitud': -99.0721}",4490
"{'latitud': 50.0333, 'longitud': 8.5705}","{'latitud': 51.47, 'longitud': -0.4543}",6800
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 22.308, 'longitud': 113.9154}",3621
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 21.0365, 'longitud': -86.8769}",1927
"{'latitud': 21.0365, 'longitud': -86.8769}","{'latitud': 22.308, 'longitud': 113.9154}",6128
"{'latitud': 22.1536, 'longitud': -100.9267}","{'latitud': 21.0365, 'longitud': -86.8769}",2182
"{'latitud': 22.308, 'longitud': 113.9154}","{'latitud': 16.7658, 'longitud': -99.7639}",2985
"{'latitud': 20.5225, 'longitud': -103.3097}","{'latitud': 35.7647, 'longitud': 140.3864}",5228
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 22.1536, 'longitud': -100.9267}",4180
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 21.0365, 'longitud': -86.8769}",9917
"{'latitud': 19.1433, 'longitud': -96.1733}","{'latitud': 35.7647, 'longitud': 140.3864}",1239
"{'latitud': 35.7647, 'longitud': 140.3864}","{'latitud': 22.1536, 'longitud': -100.9267}",9344
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 25.7854, 'longitud': -100.1077}",2810
"{'latitud': 20.5225, 'longitud': -103.3097}","{'latitud': 33.9425, 'longitud': -118.407}",4110
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': -33.9461, 'longitud': 151.1771}",1903
"{'latitud': 25.7854, 'longitud': -100.1077}","{'latitud': 16.7658, 'longitud': -99.7639}",8011
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 33.9425, 'longitud': -118.407}",3560
"{'latitud': 20.5225, 'longitud': -103.3097}","{'latitud': -33.9461, 'longitud': 151.1771}",2643
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 21.0365, 'longitud': -86.8769}",1004
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 35.7647, 'longitud': 140.3864}",3644
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 19.1433, 'longitud': -96.1733}",4029
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 20.9942, 'longitud': -101.4797}",6810
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': 25.7854, 'longitud': -100.1077}",9136
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 33.9425, 'longitud': -118.407}",7091
